Sorter,Combos,reverse_primer_i7,forward_primer_i5,reverse_primer_i7_well,forward_primer_i5_well,Var7,S_Row_R,S_Col_R,S_Row_F,S_Col_F,LastUsedDateTime,LastUsedBarcodeStartIndex,LastUsedBarcodeEndIndex
11,BC_00103BC_00211,BC_00103,BC_00211,E19,M22,E19M22,5,19,13,22,NaT,0,0
11,BC_00104BC_00212,BC_00104,BC_00212,G19,O22,G19O22,7,19,15,22,NaT,0,0
11,BC_00105BC_00213,BC_00105,BC_00213,I19,A24,I19A24,9,19,1,24,NaT,0,0
11,BC_00106BC_00214,BC_00106,BC_00214,K19,C24,K19C24,11,19,3,24,NaT,0,0
11,BC_00107BC_00215,BC_00107,BC_00215,M19,E24,M19E24,13,19,5,24,NaT,0,0
11,BC_00108BC_00216,BC_00108,BC_00216,O19,G24,O19G24,15,19,7,24,NaT,0,0
11,BC_00109BC_00217,BC_00109,BC_00217,A21,I24,A21I24,1,21,9,24,NaT,0,0
11,BC_00110BC_00218,BC_00110,BC_00218,C21,K24,C21K24,3,21,11,24,NaT,0,0
11,BC_00111BC_00219,BC_00111,BC_00219,E21,M24,E21M24,5,21,13,24,NaT,0,0
11,BC_00112BC_00220,BC_00112,BC_00220,G21,O24,G21O24,7,21,15,24,NaT,0,0
11,BC_00114BC_00125,BC_00114,BC_00125,K21,A2,K21A2,11,21,1,2,NaT,0,0
11,BC_00115BC_00126,BC_00115,BC_00126,M21,C2,M21C2,13,21,3,2,NaT,0,0
11,BC_00117BC_00127,BC_00117,BC_00127,A23,E2,A23E2,1,23,5,2,NaT,0,0
11,BC_00118BC_00128,BC_00118,BC_00128,C23,G2,C23G2,3,23,7,2,NaT,0,0
11,BC_00119BC_00129,BC_00119,BC_00129,E23,I2,E23I2,5,23,9,2,NaT,0,0
11,BC_00120BC_00130,BC_00120,BC_00130,G23,K2,G23K2,7,23,11,2,NaT,0,0
11,BC_00121BC_00131,BC_00121,BC_00131,I23,M2,I23M2,9,23,13,2,NaT,0,0
11,BC_00122BC_00132,BC_00122,BC_00132,K23,O2,K23O2,11,23,15,2,NaT,0,0
11,BC_00123BC_00133,BC_00123,BC_00133,M23,A4,M23A4,13,23,1,4,NaT,0,0
11,BC_00124BC_00134,BC_00124,BC_00134,O23,C4,O23C4,15,23,3,4,NaT,0,0
12,BC_00029BC_00136,BC_00029,BC_00136,A1,G4,A1G4,1,1,7,4,NaT,0,0
12,BC_00030BC_00137,BC_00030,BC_00137,C1,I4,C1I4,3,1,9,4,NaT,0,0
12,BC_00031BC_00138,BC_00031,BC_00138,E1,K4,E1K4,5,1,11,4,NaT,0,0
12,BC_00032BC_00139,BC_00032,BC_00139,G1,M4,G1M4,7,1,13,4,NaT,0,0
12,BC_00033BC_00140,BC_00033,BC_00140,I1,O4,I1O4,9,1,15,4,NaT,0,0
12,BC_00034BC_00141,BC_00034,BC_00141,K1,A6,K1A6,11,1,1,6,NaT,0,0
12,BC_00035BC_00142,BC_00035,BC_00142,M1,C6,M1C6,13,1,3,6,NaT,0,0
12,BC_00036BC_00143,BC_00036,BC_00143,O1,E6,O1E6,15,1,5,6,NaT,0,0
12,BC_00037BC_00144,BC_00037,BC_00144,A3,G6,A3G6,1,3,7,6,NaT,0,0
12,BC_00038BC_00145,BC_00038,BC_00145,C3,I6,C3I6,3,3,9,6,NaT,0,0
12,BC_00039BC_00146,BC_00039,BC_00146,E3,K6,E3K6,5,3,11,6,NaT,0,0
12,BC_00040BC_00147,BC_00040,BC_00147,G3,M6,G3M6,7,3,13,6,NaT,0,0
12,BC_00041BC_00148,BC_00041,BC_00148,I3,O6,I3O6,9,3,15,6,NaT,0,0
12,BC_00042BC_00149,BC_00042,BC_00149,K3,A8,K3A8,11,3,1,8,NaT,0,0
12,BC_00043BC_00150,BC_00043,BC_00150,M3,C8,M3C8,13,3,3,8,NaT,0,0
12,BC_00044BC_00151,BC_00044,BC_00151,O3,E8,O3E8,15,3,5,8,NaT,0,0
12,BC_00045BC_00152,BC_00045,BC_00152,A5,G8,A5G8,1,5,7,8,NaT,0,0
12,BC_00046BC_00153,BC_00046,BC_00153,C5,I8,C5I8,3,5,9,8,NaT,0,0
12,BC_00047BC_00154,BC_00047,BC_00154,E5,K8,E5K8,5,5,11,8,NaT,0,0
12,BC_00048BC_00155,BC_00048,BC_00155,G5,M8,G5M8,7,5,13,8,NaT,0,0
12,BC_00050BC_00156,BC_00050,BC_00156,K5,O8,K5O8,11,5,15,8,NaT,0,0
12,BC_00051BC_00157,BC_00051,BC_00157,M5,A10,M5A10,13,5,1,10,NaT,0,0
12,BC_00052BC_00158,BC_00052,BC_00158,O5,C10,O5C10,15,5,3,10,NaT,0,0
12,BC_00053BC_00159,BC_00053,BC_00159,A7,E10,A7E10,1,7,5,10,NaT,0,0
12,BC_00054BC_00160,BC_00054,BC_00160,C7,G10,C7G10,3,7,7,10,NaT,0,0
12,BC_00055BC_00161,BC_00055,BC_00161,E7,I10,E7I10,5,7,9,10,NaT,0,0
12,BC_00056BC_00162,BC_00056,BC_00162,G7,K10,G7K10,7,7,11,10,NaT,0,0
12,BC_00057BC_00164,BC_00057,BC_00164,I7,O10,I7O10,9,7,15,10,NaT,0,0
12,BC_00058BC_00165,BC_00058,BC_00165,K7,A12,K7A12,11,7,1,12,NaT,0,0
12,BC_00059BC_00166,BC_00059,BC_00166,M7,C12,M7C12,13,7,3,12,NaT,0,0
12,BC_00060BC_00167,BC_00060,BC_00167,O7,E12,O7E12,15,7,5,12,NaT,0,0
12,BC_00061BC_00168,BC_00061,BC_00168,A9,G12,A9G12,1,9,7,12,NaT,0,0
12,BC_00062BC_00169,BC_00062,BC_00169,C9,I12,C9I12,3,9,9,12,NaT,0,0
12,BC_00063BC_00170,BC_00063,BC_00170,E9,K12,E9K12,5,9,11,12,NaT,0,0
12,BC_00064BC_00171,BC_00064,BC_00171,G9,M12,G9M12,7,9,13,12,NaT,0,0
12,BC_00065BC_00172,BC_00065,BC_00172,I9,O12,I9O12,9,9,15,12,NaT,0,0
12,BC_00066BC_00173,BC_00066,BC_00173,K9,A14,K9A14,11,9,1,14,NaT,0,0
12,BC_00067BC_00174,BC_00067,BC_00174,M9,C14,M9C14,13,9,3,14,NaT,0,0
12,BC_00068BC_00175,BC_00068,BC_00175,O9,E14,O9E14,15,9,5,14,NaT,0,0
12,BC_00069BC_00176,BC_00069,BC_00176,A11,G14,A11G14,1,11,7,14,NaT,0,0
12,BC_00070BC_00177,BC_00070,BC_00177,C11,I14,C11I14,3,11,9,14,NaT,0,0
12,BC_00071BC_00178,BC_00071,BC_00178,E11,K14,E11K14,5,11,11,14,NaT,0,0
12,BC_00072BC_00179,BC_00072,BC_00179,G11,M14,G11M14,7,11,13,14,NaT,0,0
12,BC_00073BC_00180,BC_00073,BC_00180,I11,O14,I11O14,9,11,15,14,NaT,0,0
12,BC_00074BC_00181,BC_00074,BC_00181,K11,A16,K11A16,11,11,1,16,NaT,0,0
12,BC_00075BC_00182,BC_00075,BC_00182,M11,C16,M11C16,13,11,3,16,NaT,0,0
12,BC_00076BC_00183,BC_00076,BC_00183,O11,E16,O11E16,15,11,5,16,NaT,0,0
12,BC_00077BC_00184,BC_00077,BC_00184,A13,G16,A13G16,1,13,7,16,NaT,0,0
12,BC_00078BC_00185,BC_00078,BC_00185,C13,I16,C13I16,3,13,9,16,NaT,0,0
12,BC_00079BC_00186,BC_00079,BC_00186,E13,K16,E13K16,5,13,11,16,NaT,0,0
12,BC_00080BC_00187,BC_00080,BC_00187,G13,M16,G13M16,7,13,13,16,NaT,0,0
12,BC_00081BC_00188,BC_00081,BC_00188,I13,O16,I13O16,9,13,15,16,NaT,0,0
12,BC_00082BC_00189,BC_00082,BC_00189,K13,A18,K13A18,11,13,1,18,NaT,0,0
12,BC_00083BC_00190,BC_00083,BC_00190,M13,C18,M13C18,13,13,3,18,NaT,0,0
12,BC_00084BC_00191,BC_00084,BC_00191,O13,E18,O13E18,15,13,5,18,NaT,0,0
12,BC_00085BC_00192,BC_00085,BC_00192,A15,G18,A15G18,1,15,7,18,NaT,0,0
12,BC_00086BC_00193,BC_00086,BC_00193,C15,I18,C15I18,3,15,9,18,NaT,0,0
12,BC_00087BC_00194,BC_00087,BC_00194,E15,K18,E15K18,5,15,11,18,NaT,0,0
12,BC_00088BC_00195,BC_00088,BC_00195,G15,M18,G15M18,7,15,13,18,NaT,0,0
12,BC_00089BC_00196,BC_00089,BC_00196,I15,O18,I15O18,9,15,15,18,NaT,0,0
12,BC_00090BC_00197,BC_00090,BC_00197,K15,A20,K15A20,11,15,1,20,NaT,0,0
12,BC_00091BC_00198,BC_00091,BC_00198,M15,C20,M15C20,13,15,3,20,NaT,0,0
12,BC_00092BC_00199,BC_00092,BC_00199,O15,E20,O15E20,15,15,5,20,NaT,0,0
12,BC_00093BC_00202,BC_00093,BC_00202,A17,K20,A17K20,1,17,11,20,NaT,0,0
12,BC_00094BC_00203,BC_00094,BC_00203,C17,M20,C17M20,3,17,13,20,NaT,0,0
12,BC_00095BC_00204,BC_00095,BC_00204,E17,O20,E17O20,5,17,15,20,NaT,0,0
12,BC_00096BC_00205,BC_00096,BC_00205,G17,A22,G17A22,7,17,1,22,NaT,0,0
12,BC_00097BC_00206,BC_00097,BC_00206,I17,C22,I17C22,9,17,3,22,NaT,0,0
12,BC_00098BC_00207,BC_00098,BC_00207,K17,E22,K17E22,11,17,5,22,NaT,0,0
12,BC_00099BC_00208,BC_00099,BC_00208,M17,G22,M17G22,13,17,7,22,NaT,0,0
12,BC_00100BC_00209,BC_00100,BC_00209,O17,I22,O17I22,15,17,9,22,NaT,0,0
12,BC_00101BC_00210,BC_00101,BC_00210,A19,K22,A19K22,1,19,11,22,NaT,0,0
12,BC_00102BC_00211,BC_00102,BC_00211,C19,M22,C19M22,3,19,13,22,NaT,0,0
12,BC_00103BC_00212,BC_00103,BC_00212,E19,O22,E19O22,5,19,15,22,NaT,0,0
12,BC_00104BC_00213,BC_00104,BC_00213,G19,A24,G19A24,7,19,1,24,NaT,0,0
12,BC_00105BC_00214,BC_00105,BC_00214,I19,C24,I19C24,9,19,3,24,NaT,0,0
12,BC_00106BC_00215,BC_00106,BC_00215,K19,E24,K19E24,11,19,5,24,NaT,0,0
12,BC_00107BC_00216,BC_00107,BC_00216,M19,G24,M19G24,13,19,7,24,NaT,0,0
12,BC_00108BC_00217,BC_00108,BC_00217,O19,I24,O19I24,15,19,9,24,NaT,0,0
12,BC_00109BC_00218,BC_00109,BC_00218,A21,K24,A21K24,1,21,11,24,NaT,0,0
12,BC_00110BC_00219,BC_00110,BC_00219,C21,M24,C21M24,3,21,13,24,NaT,0,0
12,BC_00111BC_00220,BC_00111,BC_00220,E21,O24,E21O24,5,21,15,24,NaT,0,0
12,BC_00113BC_00125,BC_00113,BC_00125,I21,A2,I21A2,9,21,1,2,NaT,0,0
12,BC_00114BC_00126,BC_00114,BC_00126,K21,C2,K21C2,11,21,3,2,NaT,0,0
12,BC_00115BC_00127,BC_00115,BC_00127,M21,E2,M21E2,13,21,5,2,NaT,0,0
12,BC_00117BC_00128,BC_00117,BC_00128,A23,G2,A23G2,1,23,7,2,NaT,0,0
12,BC_00118BC_00129,BC_00118,BC_00129,C23,I2,C23I2,3,23,9,2,NaT,0,0
12,BC_00119BC_00130,BC_00119,BC_00130,E23,K2,E23K2,5,23,11,2,NaT,0,0
12,BC_00120BC_00131,BC_00120,BC_00131,G23,M2,G23M2,7,23,13,2,NaT,0,0
12,BC_00121BC_00132,BC_00121,BC_00132,I23,O2,I23O2,9,23,15,2,NaT,0,0
12,BC_00122BC_00133,BC_00122,BC_00133,K23,A4,K23A4,11,23,1,4,NaT,0,0
12,BC_00123BC_00134,BC_00123,BC_00134,M23,C4,M23C4,13,23,3,4,NaT,0,0
12,BC_00124BC_00135,BC_00124,BC_00135,O23,E4,O23E4,15,23,5,4,NaT,0,0
13,BC_00029BC_00137,BC_00029,BC_00137,A1,I4,A1I4,1,1,9,4,NaT,0,0
13,BC_00030BC_00138,BC_00030,BC_00138,C1,K4,C1K4,3,1,11,4,NaT,0,0
13,BC_00031BC_00139,BC_00031,BC_00139,E1,M4,E1M4,5,1,13,4,NaT,0,0
13,BC_00032BC_00140,BC_00032,BC_00140,G1,O4,G1O4,7,1,15,4,NaT,0,0
13,BC_00033BC_00141,BC_00033,BC_00141,I1,A6,I1A6,9,1,1,6,NaT,0,0
13,BC_00034BC_00142,BC_00034,BC_00142,K1,C6,K1C6,11,1,3,6,NaT,0,0
13,BC_00035BC_00143,BC_00035,BC_00143,M1,E6,M1E6,13,1,5,6,NaT,0,0
13,BC_00036BC_00144,BC_00036,BC_00144,O1,G6,O1G6,15,1,7,6,NaT,0,0
13,BC_00037BC_00145,BC_00037,BC_00145,A3,I6,A3I6,1,3,9,6,NaT,0,0
13,BC_00038BC_00146,BC_00038,BC_00146,C3,K6,C3K6,3,3,11,6,NaT,0,0
13,BC_00039BC_00147,BC_00039,BC_00147,E3,M6,E3M6,5,3,13,6,NaT,0,0
13,BC_00040BC_00148,BC_00040,BC_00148,G3,O6,G3O6,7,3,15,6,NaT,0,0
13,BC_00041BC_00149,BC_00041,BC_00149,I3,A8,I3A8,9,3,1,8,NaT,0,0
13,BC_00042BC_00150,BC_00042,BC_00150,K3,C8,K3C8,11,3,3,8,NaT,0,0
13,BC_00043BC_00151,BC_00043,BC_00151,M3,E8,M3E8,13,3,5,8,NaT,0,0
13,BC_00044BC_00152,BC_00044,BC_00152,O3,G8,O3G8,15,3,7,8,NaT,0,0
13,BC_00045BC_00153,BC_00045,BC_00153,A5,I8,A5I8,1,5,9,8,NaT,0,0
13,BC_00046BC_00154,BC_00046,BC_00154,C5,K8,C5K8,3,5,11,8,NaT,0,0
13,BC_00047BC_00155,BC_00047,BC_00155,E5,M8,E5M8,5,5,13,8,NaT,0,0
13,BC_00048BC_00156,BC_00048,BC_00156,G5,O8,G5O8,7,5,15,8,NaT,0,0
13,BC_00050BC_00157,BC_00050,BC_00157,K5,A10,K5A10,11,5,1,10,NaT,0,0
13,BC_00051BC_00158,BC_00051,BC_00158,M5,C10,M5C10,13,5,3,10,NaT,0,0
13,BC_00052BC_00159,BC_00052,BC_00159,O5,E10,O5E10,15,5,5,10,NaT,0,0
13,BC_00053BC_00160,BC_00053,BC_00160,A7,G10,A7G10,1,7,7,10,NaT,0,0
13,BC_00054BC_00161,BC_00054,BC_00161,C7,I10,C7I10,3,7,9,10,NaT,0,0
13,BC_00055BC_00162,BC_00055,BC_00162,E7,K10,E7K10,5,7,11,10,NaT,0,0
13,BC_00056BC_00164,BC_00056,BC_00164,G7,O10,G7O10,7,7,15,10,NaT,0,0
13,BC_00057BC_00165,BC_00057,BC_00165,I7,A12,I7A12,9,7,1,12,NaT,0,0
13,BC_00058BC_00166,BC_00058,BC_00166,K7,C12,K7C12,11,7,3,12,NaT,0,0
13,BC_00059BC_00167,BC_00059,BC_00167,M7,E12,M7E12,13,7,5,12,NaT,0,0
13,BC_00060BC_00168,BC_00060,BC_00168,O7,G12,O7G12,15,7,7,12,NaT,0,0
13,BC_00061BC_00169,BC_00061,BC_00169,A9,I12,A9I12,1,9,9,12,NaT,0,0
13,BC_00062BC_00170,BC_00062,BC_00170,C9,K12,C9K12,3,9,11,12,NaT,0,0
13,BC_00063BC_00171,BC_00063,BC_00171,E9,M12,E9M12,5,9,13,12,NaT,0,0
13,BC_00064BC_00172,BC_00064,BC_00172,G9,O12,G9O12,7,9,15,12,NaT,0,0
13,BC_00065BC_00173,BC_00065,BC_00173,I9,A14,I9A14,9,9,1,14,NaT,0,0
13,BC_00066BC_00174,BC_00066,BC_00174,K9,C14,K9C14,11,9,3,14,NaT,0,0
13,BC_00067BC_00175,BC_00067,BC_00175,M9,E14,M9E14,13,9,5,14,NaT,0,0
13,BC_00068BC_00176,BC_00068,BC_00176,O9,G14,O9G14,15,9,7,14,NaT,0,0
13,BC_00069BC_00177,BC_00069,BC_00177,A11,I14,A11I14,1,11,9,14,NaT,0,0
13,BC_00070BC_00178,BC_00070,BC_00178,C11,K14,C11K14,3,11,11,14,NaT,0,0
13,BC_00071BC_00179,BC_00071,BC_00179,E11,M14,E11M14,5,11,13,14,NaT,0,0
13,BC_00072BC_00180,BC_00072,BC_00180,G11,O14,G11O14,7,11,15,14,NaT,0,0
13,BC_00073BC_00181,BC_00073,BC_00181,I11,A16,I11A16,9,11,1,16,NaT,0,0
13,BC_00074BC_00182,BC_00074,BC_00182,K11,C16,K11C16,11,11,3,16,NaT,0,0
13,BC_00075BC_00183,BC_00075,BC_00183,M11,E16,M11E16,13,11,5,16,NaT,0,0
13,BC_00076BC_00184,BC_00076,BC_00184,O11,G16,O11G16,15,11,7,16,NaT,0,0
13,BC_00077BC_00185,BC_00077,BC_00185,A13,I16,A13I16,1,13,9,16,NaT,0,0
13,BC_00078BC_00186,BC_00078,BC_00186,C13,K16,C13K16,3,13,11,16,NaT,0,0
13,BC_00079BC_00187,BC_00079,BC_00187,E13,M16,E13M16,5,13,13,16,NaT,0,0
13,BC_00080BC_00188,BC_00080,BC_00188,G13,O16,G13O16,7,13,15,16,NaT,0,0
13,BC_00081BC_00189,BC_00081,BC_00189,I13,A18,I13A18,9,13,1,18,NaT,0,0
13,BC_00082BC_00190,BC_00082,BC_00190,K13,C18,K13C18,11,13,3,18,NaT,0,0
13,BC_00083BC_00191,BC_00083,BC_00191,M13,E18,M13E18,13,13,5,18,NaT,0,0
13,BC_00084BC_00192,BC_00084,BC_00192,O13,G18,O13G18,15,13,7,18,NaT,0,0
13,BC_00085BC_00193,BC_00085,BC_00193,A15,I18,A15I18,1,15,9,18,NaT,0,0
13,BC_00086BC_00194,BC_00086,BC_00194,C15,K18,C15K18,3,15,11,18,NaT,0,0
13,BC_00087BC_00195,BC_00087,BC_00195,E15,M18,E15M18,5,15,13,18,NaT,0,0
13,BC_00088BC_00196,BC_00088,BC_00196,G15,O18,G15O18,7,15,15,18,NaT,0,0
13,BC_00089BC_00197,BC_00089,BC_00197,I15,A20,I15A20,9,15,1,20,NaT,0,0
13,BC_00090BC_00198,BC_00090,BC_00198,K15,C20,K15C20,11,15,3,20,NaT,0,0
13,BC_00091BC_00199,BC_00091,BC_00199,M15,E20,M15E20,13,15,5,20,NaT,0,0
13,BC_00092BC_00202,BC_00092,BC_00202,O15,K20,O15K20,15,15,11,20,NaT,0,0
13,BC_00093BC_00203,BC_00093,BC_00203,A17,M20,A17M20,1,17,13,20,NaT,0,0
13,BC_00094BC_00204,BC_00094,BC_00204,C17,O20,C17O20,3,17,15,20,NaT,0,0
13,BC_00095BC_00205,BC_00095,BC_00205,E17,A22,E17A22,5,17,1,22,NaT,0,0
13,BC_00096BC_00206,BC_00096,BC_00206,G17,C22,G17C22,7,17,3,22,NaT,0,0
13,BC_00097BC_00207,BC_00097,BC_00207,I17,E22,I17E22,9,17,5,22,NaT,0,0
13,BC_00098BC_00208,BC_00098,BC_00208,K17,G22,K17G22,11,17,7,22,NaT,0,0
13,BC_00099BC_00209,BC_00099,BC_00209,M17,I22,M17I22,13,17,9,22,NaT,0,0
13,BC_00100BC_00210,BC_00100,BC_00210,O17,K22,O17K22,15,17,11,22,NaT,0,0
13,BC_00101BC_00211,BC_00101,BC_00211,A19,M22,A19M22,1,19,13,22,NaT,0,0
13,BC_00102BC_00212,BC_00102,BC_00212,C19,O22,C19O22,3,19,15,22,NaT,0,0
13,BC_00103BC_00213,BC_00103,BC_00213,E19,A24,E19A24,5,19,1,24,NaT,0,0
13,BC_00104BC_00214,BC_00104,BC_00214,G19,C24,G19C24,7,19,3,24,NaT,0,0
13,BC_00105BC_00215,BC_00105,BC_00215,I19,E24,I19E24,9,19,5,24,NaT,0,0
13,BC_00106BC_00216,BC_00106,BC_00216,K19,G24,K19G24,11,19,7,24,NaT,0,0
13,BC_00107BC_00217,BC_00107,BC_00217,M19,I24,M19I24,13,19,9,24,NaT,0,0
13,BC_00108BC_00218,BC_00108,BC_00218,O19,K24,O19K24,15,19,11,24,NaT,0,0
13,BC_00109BC_00219,BC_00109,BC_00219,A21,M24,A21M24,1,21,13,24,NaT,0,0
13,BC_00110BC_00220,BC_00110,BC_00220,C21,O24,C21O24,3,21,15,24,NaT,0,0
13,BC_00112BC_00125,BC_00112,BC_00125,G21,A2,G21A2,7,21,1,2,NaT,0,0
13,BC_00113BC_00126,BC_00113,BC_00126,I21,C2,I21C2,9,21,3,2,NaT,0,0
13,BC_00114BC_00127,BC_00114,BC_00127,K21,E2,K21E2,11,21,5,2,NaT,0,0
13,BC_00115BC_00128,BC_00115,BC_00128,M21,G2,M21G2,13,21,7,2,NaT,0,0
13,BC_00117BC_00129,BC_00117,BC_00129,A23,I2,A23I2,1,23,9,2,NaT,0,0
13,BC_00118BC_00130,BC_00118,BC_00130,C23,K2,C23K2,3,23,11,2,NaT,0,0
13,BC_00119BC_00131,BC_00119,BC_00131,E23,M2,E23M2,5,23,13,2,NaT,0,0
13,BC_00120BC_00132,BC_00120,BC_00132,G23,O2,G23O2,7,23,15,2,NaT,0,0
13,BC_00121BC_00133,BC_00121,BC_00133,I23,A4,I23A4,9,23,1,4,NaT,0,0
13,BC_00122BC_00134,BC_00122,BC_00134,K23,C4,K23C4,11,23,3,4,NaT,0,0
13,BC_00123BC_00135,BC_00123,BC_00135,M23,E4,M23E4,13,23,5,4,NaT,0,0
13,BC_00124BC_00136,BC_00124,BC_00136,O23,G4,O23G4,15,23,7,4,NaT,0,0
14,BC_00029BC_00138,BC_00029,BC_00138,A1,K4,A1K4,1,1,11,4,NaT,0,0
14,BC_00030BC_00139,BC_00030,BC_00139,C1,M4,C1M4,3,1,13,4,NaT,0,0
14,BC_00031BC_00140,BC_00031,BC_00140,E1,O4,E1O4,5,1,15,4,NaT,0,0
14,BC_00032BC_00141,BC_00032,BC_00141,G1,A6,G1A6,7,1,1,6,NaT,0,0
14,BC_00033BC_00142,BC_00033,BC_00142,I1,C6,I1C6,9,1,3,6,NaT,0,0
14,BC_00034BC_00143,BC_00034,BC_00143,K1,E6,K1E6,11,1,5,6,NaT,0,0
14,BC_00035BC_00144,BC_00035,BC_00144,M1,G6,M1G6,13,1,7,6,NaT,0,0
14,BC_00036BC_00145,BC_00036,BC_00145,O1,I6,O1I6,15,1,9,6,NaT,0,0
14,BC_00037BC_00146,BC_00037,BC_00146,A3,K6,A3K6,1,3,11,6,NaT,0,0
14,BC_00038BC_00147,BC_00038,BC_00147,C3,M6,C3M6,3,3,13,6,NaT,0,0
14,BC_00039BC_00148,BC_00039,BC_00148,E3,O6,E3O6,5,3,15,6,NaT,0,0
14,BC_00040BC_00149,BC_00040,BC_00149,G3,A8,G3A8,7,3,1,8,NaT,0,0
14,BC_00041BC_00150,BC_00041,BC_00150,I3,C8,I3C8,9,3,3,8,NaT,0,0
14,BC_00042BC_00151,BC_00042,BC_00151,K3,E8,K3E8,11,3,5,8,NaT,0,0
14,BC_00043BC_00152,BC_00043,BC_00152,M3,G8,M3G8,13,3,7,8,NaT,0,0
14,BC_00044BC_00153,BC_00044,BC_00153,O3,I8,O3I8,15,3,9,8,NaT,0,0
14,BC_00045BC_00154,BC_00045,BC_00154,A5,K8,A5K8,1,5,11,8,NaT,0,0
14,BC_00046BC_00155,BC_00046,BC_00155,C5,M8,C5M8,3,5,13,8,NaT,0,0
14,BC_00047BC_00156,BC_00047,BC_00156,E5,O8,E5O8,5,5,15,8,NaT,0,0
14,BC_00048BC_00157,BC_00048,BC_00157,G5,A10,G5A10,7,5,1,10,NaT,0,0
14,BC_00050BC_00158,BC_00050,BC_00158,K5,C10,K5C10,11,5,3,10,NaT,0,0
14,BC_00051BC_00159,BC_00051,BC_00159,M5,E10,M5E10,13,5,5,10,NaT,0,0
14,BC_00052BC_00160,BC_00052,BC_00160,O5,G10,O5G10,15,5,7,10,NaT,0,0
14,BC_00053BC_00161,BC_00053,BC_00161,A7,I10,A7I10,1,7,9,10,NaT,0,0
14,BC_00054BC_00162,BC_00054,BC_00162,C7,K10,C7K10,3,7,11,10,NaT,0,0
14,BC_00055BC_00164,BC_00055,BC_00164,E7,O10,E7O10,5,7,15,10,NaT,0,0
14,BC_00056BC_00165,BC_00056,BC_00165,G7,A12,G7A12,7,7,1,12,NaT,0,0
14,BC_00057BC_00166,BC_00057,BC_00166,I7,C12,I7C12,9,7,3,12,NaT,0,0
14,BC_00058BC_00167,BC_00058,BC_00167,K7,E12,K7E12,11,7,5,12,NaT,0,0
14,BC_00059BC_00168,BC_00059,BC_00168,M7,G12,M7G12,13,7,7,12,NaT,0,0
14,BC_00060BC_00169,BC_00060,BC_00169,O7,I12,O7I12,15,7,9,12,NaT,0,0
14,BC_00061BC_00170,BC_00061,BC_00170,A9,K12,A9K12,1,9,11,12,NaT,0,0
14,BC_00062BC_00171,BC_00062,BC_00171,C9,M12,C9M12,3,9,13,12,NaT,0,0
14,BC_00063BC_00172,BC_00063,BC_00172,E9,O12,E9O12,5,9,15,12,NaT,0,0
14,BC_00064BC_00173,BC_00064,BC_00173,G9,A14,G9A14,7,9,1,14,NaT,0,0
14,BC_00065BC_00174,BC_00065,BC_00174,I9,C14,I9C14,9,9,3,14,NaT,0,0
14,BC_00066BC_00175,BC_00066,BC_00175,K9,E14,K9E14,11,9,5,14,NaT,0,0
14,BC_00067BC_00176,BC_00067,BC_00176,M9,G14,M9G14,13,9,7,14,NaT,0,0
14,BC_00068BC_00177,BC_00068,BC_00177,O9,I14,O9I14,15,9,9,14,NaT,0,0
14,BC_00069BC_00178,BC_00069,BC_00178,A11,K14,A11K14,1,11,11,14,NaT,0,0
14,BC_00070BC_00179,BC_00070,BC_00179,C11,M14,C11M14,3,11,13,14,NaT,0,0
14,BC_00071BC_00180,BC_00071,BC_00180,E11,O14,E11O14,5,11,15,14,NaT,0,0
14,BC_00072BC_00181,BC_00072,BC_00181,G11,A16,G11A16,7,11,1,16,NaT,0,0
14,BC_00073BC_00182,BC_00073,BC_00182,I11,C16,I11C16,9,11,3,16,NaT,0,0
14,BC_00074BC_00183,BC_00074,BC_00183,K11,E16,K11E16,11,11,5,16,NaT,0,0
14,BC_00075BC_00184,BC_00075,BC_00184,M11,G16,M11G16,13,11,7,16,NaT,0,0
14,BC_00076BC_00185,BC_00076,BC_00185,O11,I16,O11I16,15,11,9,16,NaT,0,0
14,BC_00077BC_00186,BC_00077,BC_00186,A13,K16,A13K16,1,13,11,16,NaT,0,0
14,BC_00078BC_00187,BC_00078,BC_00187,C13,M16,C13M16,3,13,13,16,NaT,0,0
14,BC_00079BC_00188,BC_00079,BC_00188,E13,O16,E13O16,5,13,15,16,NaT,0,0
14,BC_00080BC_00189,BC_00080,BC_00189,G13,A18,G13A18,7,13,1,18,NaT,0,0
14,BC_00081BC_00190,BC_00081,BC_00190,I13,C18,I13C18,9,13,3,18,NaT,0,0
14,BC_00082BC_00191,BC_00082,BC_00191,K13,E18,K13E18,11,13,5,18,NaT,0,0
14,BC_00083BC_00192,BC_00083,BC_00192,M13,G18,M13G18,13,13,7,18,NaT,0,0
14,BC_00084BC_00193,BC_00084,BC_00193,O13,I18,O13I18,15,13,9,18,NaT,0,0
14,BC_00085BC_00194,BC_00085,BC_00194,A15,K18,A15K18,1,15,11,18,NaT,0,0
14,BC_00086BC_00195,BC_00086,BC_00195,C15,M18,C15M18,3,15,13,18,NaT,0,0
14,BC_00087BC_00196,BC_00087,BC_00196,E15,O18,E15O18,5,15,15,18,NaT,0,0
14,BC_00088BC_00197,BC_00088,BC_00197,G15,A20,G15A20,7,15,1,20,NaT,0,0
14,BC_00089BC_00198,BC_00089,BC_00198,I15,C20,I15C20,9,15,3,20,NaT,0,0
