Sorter,Combos,reverse_primer_i7,forward_primer_i5,reverse_primer_i7_well,forward_primer_i5_well,Var7,S_Row_R,S_Col_R,S_Row_F,S_Col_F,LastUsedDateTime,LastUsedBarcodeStartIndex,LastUsedBarcodeEndIndex
77,BC_00102BC_00180,BC_00102,BC_00180,C19,O14,C19O14,3,19,15,14,NaT,0,0
77,BC_00103BC_00181,BC_00103,BC_00181,E19,A16,E19A16,5,19,1,16,NaT,0,0
77,BC_00104BC_00182,BC_00104,BC_00182,G19,C16,G19C16,7,19,3,16,NaT,0,0
77,BC_00105BC_00183,BC_00105,BC_00183,I19,E16,I19E16,9,19,5,16,NaT,0,0
77,BC_00106BC_00184,BC_00106,BC_00184,K19,G16,K19G16,11,19,7,16,NaT,0,0
77,BC_00107BC_00185,BC_00107,BC_00185,M19,I16,M19I16,13,19,9,16,NaT,0,0
77,BC_00108BC_00186,BC_00108,BC_00186,O19,K16,O19K16,15,19,11,16,NaT,0,0
77,BC_00109BC_00187,BC_00109,BC_00187,A21,M16,A21M16,1,21,13,16,NaT,0,0
77,BC_00110BC_00188,BC_00110,BC_00188,C21,O16,C21O16,3,21,15,16,NaT,0,0
77,BC_00111BC_00189,BC_00111,BC_00189,E21,A18,E21A18,5,21,1,18,NaT,0,0
77,BC_00112BC_00190,BC_00112,BC_00190,G21,C18,G21C18,7,21,3,18,NaT,0,0
77,BC_00113BC_00191,BC_00113,BC_00191,I21,E18,I21E18,9,21,5,18,NaT,0,0
77,BC_00114BC_00192,BC_00114,BC_00192,K21,G18,K21G18,11,21,7,18,NaT,0,0
77,BC_00115BC_00193,BC_00115,BC_00193,M21,I18,M21I18,13,21,9,18,NaT,0,0
77,BC_00117BC_00194,BC_00117,BC_00194,A23,K18,A23K18,1,23,11,18,NaT,0,0
77,BC_00118BC_00195,BC_00118,BC_00195,C23,M18,C23M18,3,23,13,18,NaT,0,0
77,BC_00119BC_00196,BC_00119,BC_00196,E23,O18,E23O18,5,23,15,18,NaT,0,0
77,BC_00120BC_00197,BC_00120,BC_00197,G23,A20,G23A20,7,23,1,20,NaT,0,0
77,BC_00121BC_00198,BC_00121,BC_00198,I23,C20,I23C20,9,23,3,20,NaT,0,0
77,BC_00122BC_00199,BC_00122,BC_00199,K23,E20,K23E20,11,23,5,20,NaT,0,0
77,BC_00123BC_00202,BC_00123,BC_00202,M23,K20,M23K20,13,23,11,20,NaT,0,0
77,BC_00124BC_00203,BC_00124,BC_00203,O23,M20,O23M20,15,23,13,20,NaT,0,0
78,BC_00029BC_00205,BC_00029,BC_00205,A1,A22,A1A22,1,1,1,22,NaT,0,0
78,BC_00030BC_00206,BC_00030,BC_00206,C1,C22,C1C22,3,1,3,22,NaT,0,0
78,BC_00031BC_00207,BC_00031,BC_00207,E1,E22,E1E22,5,1,5,22,NaT,0,0
78,BC_00032BC_00208,BC_00032,BC_00208,G1,G22,G1G22,7,1,7,22,NaT,0,0
78,BC_00033BC_00209,BC_00033,BC_00209,I1,I22,I1I22,9,1,9,22,NaT,0,0
78,BC_00034BC_00210,BC_00034,BC_00210,K1,K22,K1K22,11,1,11,22,NaT,0,0
78,BC_00035BC_00211,BC_00035,BC_00211,M1,M22,M1M22,13,1,13,22,NaT,0,0
78,BC_00036BC_00212,BC_00036,BC_00212,O1,O22,O1O22,15,1,15,22,NaT,0,0
78,BC_00037BC_00213,BC_00037,BC_00213,A3,A24,A3A24,1,3,1,24,NaT,0,0
78,BC_00038BC_00214,BC_00038,BC_00214,C3,C24,C3C24,3,3,3,24,NaT,0,0
78,BC_00039BC_00215,BC_00039,BC_00215,E3,E24,E3E24,5,3,5,24,NaT,0,0
78,BC_00040BC_00216,BC_00040,BC_00216,G3,G24,G3G24,7,3,7,24,NaT,0,0
78,BC_00041BC_00217,BC_00041,BC_00217,I3,I24,I3I24,9,3,9,24,NaT,0,0
78,BC_00042BC_00218,BC_00042,BC_00218,K3,K24,K3K24,11,3,11,24,NaT,0,0
78,BC_00043BC_00219,BC_00043,BC_00219,M3,M24,M3M24,13,3,13,24,NaT,0,0
78,BC_00044BC_00220,BC_00044,BC_00220,O3,O24,O3O24,15,3,15,24,NaT,0,0
78,BC_00046BC_00125,BC_00046,BC_00125,C5,A2,C5A2,3,5,1,2,NaT,0,0
78,BC_00047BC_00126,BC_00047,BC_00126,E5,C2,E5C2,5,5,3,2,NaT,0,0
78,BC_00048BC_00127,BC_00048,BC_00127,G5,E2,G5E2,7,5,5,2,NaT,0,0
78,BC_00050BC_00128,BC_00050,BC_00128,K5,G2,K5G2,11,5,7,2,NaT,0,0
78,BC_00051BC_00129,BC_00051,BC_00129,M5,I2,M5I2,13,5,9,2,NaT,0,0
78,BC_00052BC_00130,BC_00052,BC_00130,O5,K2,O5K2,15,5,11,2,NaT,0,0
78,BC_00053BC_00131,BC_00053,BC_00131,A7,M2,A7M2,1,7,13,2,NaT,0,0
78,BC_00054BC_00132,BC_00054,BC_00132,C7,O2,C7O2,3,7,15,2,NaT,0,0
78,BC_00055BC_00133,BC_00055,BC_00133,E7,A4,E7A4,5,7,1,4,NaT,0,0
78,BC_00056BC_00134,BC_00056,BC_00134,G7,C4,G7C4,7,7,3,4,NaT,0,0
78,BC_00057BC_00135,BC_00057,BC_00135,I7,E4,I7E4,9,7,5,4,NaT,0,0
78,BC_00058BC_00136,BC_00058,BC_00136,K7,G4,K7G4,11,7,7,4,NaT,0,0
78,BC_00059BC_00137,BC_00059,BC_00137,M7,I4,M7I4,13,7,9,4,NaT,0,0
78,BC_00060BC_00138,BC_00060,BC_00138,O7,K4,O7K4,15,7,11,4,NaT,0,0
78,BC_00061BC_00139,BC_00061,BC_00139,A9,M4,A9M4,1,9,13,4,NaT,0,0
78,BC_00062BC_00140,BC_00062,BC_00140,C9,O4,C9O4,3,9,15,4,NaT,0,0
78,BC_00063BC_00141,BC_00063,BC_00141,E9,A6,E9A6,5,9,1,6,NaT,0,0
78,BC_00064BC_00142,BC_00064,BC_00142,G9,C6,G9C6,7,9,3,6,NaT,0,0
78,BC_00065BC_00143,BC_00065,BC_00143,I9,E6,I9E6,9,9,5,6,NaT,0,0
78,BC_00066BC_00144,BC_00066,BC_00144,K9,G6,K9G6,11,9,7,6,NaT,0,0
78,BC_00067BC_00145,BC_00067,BC_00145,M9,I6,M9I6,13,9,9,6,NaT,0,0
78,BC_00068BC_00146,BC_00068,BC_00146,O9,K6,O9K6,15,9,11,6,NaT,0,0
78,BC_00069BC_00147,BC_00069,BC_00147,A11,M6,A11M6,1,11,13,6,NaT,0,0
78,BC_00070BC_00148,BC_00070,BC_00148,C11,O6,C11O6,3,11,15,6,NaT,0,0
78,BC_00071BC_00149,BC_00071,BC_00149,E11,A8,E11A8,5,11,1,8,NaT,0,0
78,BC_00072BC_00150,BC_00072,BC_00150,G11,C8,G11C8,7,11,3,8,NaT,0,0
78,BC_00073BC_00151,BC_00073,BC_00151,I11,E8,I11E8,9,11,5,8,NaT,0,0
78,BC_00074BC_00152,BC_00074,BC_00152,K11,G8,K11G8,11,11,7,8,NaT,0,0
78,BC_00075BC_00153,BC_00075,BC_00153,M11,I8,M11I8,13,11,9,8,NaT,0,0
78,BC_00076BC_00154,BC_00076,BC_00154,O11,K8,O11K8,15,11,11,8,NaT,0,0
78,BC_00077BC_00155,BC_00077,BC_00155,A13,M8,A13M8,1,13,13,8,NaT,0,0
78,BC_00078BC_00156,BC_00078,BC_00156,C13,O8,C13O8,3,13,15,8,NaT,0,0
78,BC_00079BC_00157,BC_00079,BC_00157,E13,A10,E13A10,5,13,1,10,NaT,0,0
78,BC_00080BC_00158,BC_00080,BC_00158,G13,C10,G13C10,7,13,3,10,NaT,0,0
78,BC_00081BC_00159,BC_00081,BC_00159,I13,E10,I13E10,9,13,5,10,NaT,0,0
78,BC_00082BC_00160,BC_00082,BC_00160,K13,G10,K13G10,11,13,7,10,NaT,0,0
78,BC_00083BC_00161,BC_00083,BC_00161,M13,I10,M13I10,13,13,9,10,NaT,0,0
78,BC_00084BC_00162,BC_00084,BC_00162,O13,K10,O13K10,15,13,11,10,NaT,0,0
78,BC_00085BC_00164,BC_00085,BC_00164,A15,O10,A15O10,1,15,15,10,NaT,0,0
78,BC_00086BC_00165,BC_00086,BC_00165,C15,A12,C15A12,3,15,1,12,NaT,0,0
78,BC_00087BC_00166,BC_00087,BC_00166,E15,C12,E15C12,5,15,3,12,NaT,0,0
78,BC_00088BC_00167,BC_00088,BC_00167,G15,E12,G15E12,7,15,5,12,NaT,0,0
78,BC_00089BC_00168,BC_00089,BC_00168,I15,G12,I15G12,9,15,7,12,NaT,0,0
78,BC_00090BC_00169,BC_00090,BC_00169,K15,I12,K15I12,11,15,9,12,NaT,0,0
78,BC_00091BC_00170,BC_00091,BC_00170,M15,K12,M15K12,13,15,11,12,NaT,0,0
78,BC_00092BC_00171,BC_00092,BC_00171,O15,M12,O15M12,15,15,13,12,NaT,0,0
78,BC_00093BC_00172,BC_00093,BC_00172,A17,O12,A17O12,1,17,15,12,NaT,0,0
78,BC_00094BC_00173,BC_00094,BC_00173,C17,A14,C17A14,3,17,1,14,NaT,0,0
78,BC_00095BC_00174,BC_00095,BC_00174,E17,C14,E17C14,5,17,3,14,NaT,0,0
78,BC_00096BC_00175,BC_00096,BC_00175,G17,E14,G17E14,7,17,5,14,NaT,0,0
78,BC_00097BC_00176,BC_00097,BC_00176,I17,G14,I17G14,9,17,7,14,NaT,0,0
78,BC_00098BC_00177,BC_00098,BC_00177,K17,I14,K17I14,11,17,9,14,NaT,0,0
78,BC_00099BC_00178,BC_00099,BC_00178,M17,K14,M17K14,13,17,11,14,NaT,0,0
78,BC_00100BC_00179,BC_00100,BC_00179,O17,M14,O17M14,15,17,13,14,NaT,0,0
78,BC_00101BC_00180,BC_00101,BC_00180,A19,O14,A19O14,1,19,15,14,NaT,0,0
78,BC_00102BC_00181,BC_00102,BC_00181,C19,A16,C19A16,3,19,1,16,NaT,0,0
78,BC_00103BC_00182,BC_00103,BC_00182,E19,C16,E19C16,5,19,3,16,NaT,0,0
78,BC_00104BC_00183,BC_00104,BC_00183,G19,E16,G19E16,7,19,5,16,NaT,0,0
78,BC_00105BC_00184,BC_00105,BC_00184,I19,G16,I19G16,9,19,7,16,NaT,0,0
78,BC_00106BC_00185,BC_00106,BC_00185,K19,I16,K19I16,11,19,9,16,NaT,0,0
78,BC_00107BC_00186,BC_00107,BC_00186,M19,K16,M19K16,13,19,11,16,NaT,0,0
78,BC_00108BC_00187,BC_00108,BC_00187,O19,M16,O19M16,15,19,13,16,NaT,0,0
78,BC_00109BC_00188,BC_00109,BC_00188,A21,O16,A21O16,1,21,15,16,NaT,0,0
78,BC_00110BC_00189,BC_00110,BC_00189,C21,A18,C21A18,3,21,1,18,NaT,0,0
78,BC_00111BC_00190,BC_00111,BC_00190,E21,C18,E21C18,5,21,3,18,NaT,0,0
78,BC_00112BC_00191,BC_00112,BC_00191,G21,E18,G21E18,7,21,5,18,NaT,0,0
78,BC_00113BC_00192,BC_00113,BC_00192,I21,G18,I21G18,9,21,7,18,NaT,0,0
78,BC_00114BC_00193,BC_00114,BC_00193,K21,I18,K21I18,11,21,9,18,NaT,0,0
78,BC_00115BC_00194,BC_00115,BC_00194,M21,K18,M21K18,13,21,11,18,NaT,0,0
78,BC_00117BC_00195,BC_00117,BC_00195,A23,M18,A23M18,1,23,13,18,NaT,0,0
78,BC_00118BC_00196,BC_00118,BC_00196,C23,O18,C23O18,3,23,15,18,NaT,0,0
78,BC_00119BC_00197,BC_00119,BC_00197,E23,A20,E23A20,5,23,1,20,NaT,0,0
78,BC_00120BC_00198,BC_00120,BC_00198,G23,C20,G23C20,7,23,3,20,NaT,0,0
78,BC_00121BC_00199,BC_00121,BC_00199,I23,E20,I23E20,9,23,5,20,NaT,0,0
78,BC_00122BC_00202,BC_00122,BC_00202,K23,K20,K23K20,11,23,11,20,NaT,0,0
78,BC_00123BC_00203,BC_00123,BC_00203,M23,M20,M23M20,13,23,13,20,NaT,0,0
78,BC_00124BC_00204,BC_00124,BC_00204,O23,O20,O23O20,15,23,15,20,NaT,0,0
79,BC_00029BC_00206,BC_00029,BC_00206,A1,C22,A1C22,1,1,3,22,NaT,0,0
79,BC_00030BC_00207,BC_00030,BC_00207,C1,E22,C1E22,3,1,5,22,NaT,0,0
79,BC_00031BC_00208,BC_00031,BC_00208,E1,G22,E1G22,5,1,7,22,NaT,0,0
79,BC_00032BC_00209,BC_00032,BC_00209,G1,I22,G1I22,7,1,9,22,NaT,0,0
79,BC_00033BC_00210,BC_00033,BC_00210,I1,K22,I1K22,9,1,11,22,NaT,0,0
79,BC_00034BC_00211,BC_00034,BC_00211,K1,M22,K1M22,11,1,13,22,NaT,0,0
79,BC_00035BC_00212,BC_00035,BC_00212,M1,O22,M1O22,13,1,15,22,NaT,0,0
79,BC_00036BC_00213,BC_00036,BC_00213,O1,A24,O1A24,15,1,1,24,NaT,0,0
79,BC_00037BC_00214,BC_00037,BC_00214,A3,C24,A3C24,1,3,3,24,NaT,0,0
79,BC_00038BC_00215,BC_00038,BC_00215,C3,E24,C3E24,3,3,5,24,NaT,0,0
79,BC_00039BC_00216,BC_00039,BC_00216,E3,G24,E3G24,5,3,7,24,NaT,0,0
79,BC_00040BC_00217,BC_00040,BC_00217,G3,I24,G3I24,7,3,9,24,NaT,0,0
79,BC_00041BC_00218,BC_00041,BC_00218,I3,K24,I3K24,9,3,11,24,NaT,0,0
79,BC_00042BC_00219,BC_00042,BC_00219,K3,M24,K3M24,11,3,13,24,NaT,0,0
79,BC_00043BC_00220,BC_00043,BC_00220,M3,O24,M3O24,13,3,15,24,NaT,0,0
79,BC_00045BC_00125,BC_00045,BC_00125,A5,A2,A5A2,1,5,1,2,NaT,0,0
79,BC_00046BC_00126,BC_00046,BC_00126,C5,C2,C5C2,3,5,3,2,NaT,0,0
79,BC_00047BC_00127,BC_00047,BC_00127,E5,E2,E5E2,5,5,5,2,NaT,0,0
79,BC_00048BC_00128,BC_00048,BC_00128,G5,G2,G5G2,7,5,7,2,NaT,0,0
79,BC_00050BC_00129,BC_00050,BC_00129,K5,I2,K5I2,11,5,9,2,NaT,0,0
79,BC_00051BC_00130,BC_00051,BC_00130,M5,K2,M5K2,13,5,11,2,NaT,0,0
79,BC_00052BC_00131,BC_00052,BC_00131,O5,M2,O5M2,15,5,13,2,NaT,0,0
79,BC_00053BC_00132,BC_00053,BC_00132,A7,O2,A7O2,1,7,15,2,NaT,0,0
79,BC_00054BC_00133,BC_00054,BC_00133,C7,A4,C7A4,3,7,1,4,NaT,0,0
79,BC_00055BC_00134,BC_00055,BC_00134,E7,C4,E7C4,5,7,3,4,NaT,0,0
79,BC_00056BC_00135,BC_00056,BC_00135,G7,E4,G7E4,7,7,5,4,NaT,0,0
79,BC_00057BC_00136,BC_00057,BC_00136,I7,G4,I7G4,9,7,7,4,NaT,0,0
79,BC_00058BC_00137,BC_00058,BC_00137,K7,I4,K7I4,11,7,9,4,NaT,0,0
79,BC_00059BC_00138,BC_00059,BC_00138,M7,K4,M7K4,13,7,11,4,NaT,0,0
79,BC_00060BC_00139,BC_00060,BC_00139,O7,M4,O7M4,15,7,13,4,NaT,0,0
79,BC_00061BC_00140,BC_00061,BC_00140,A9,O4,A9O4,1,9,15,4,NaT,0,0
79,BC_00062BC_00141,BC_00062,BC_00141,C9,A6,C9A6,3,9,1,6,NaT,0,0
79,BC_00063BC_00142,BC_00063,BC_00142,E9,C6,E9C6,5,9,3,6,NaT,0,0
79,BC_00064BC_00143,BC_00064,BC_00143,G9,E6,G9E6,7,9,5,6,NaT,0,0
79,BC_00065BC_00144,BC_00065,BC_00144,I9,G6,I9G6,9,9,7,6,NaT,0,0
79,BC_00066BC_00145,BC_00066,BC_00145,K9,I6,K9I6,11,9,9,6,NaT,0,0
79,BC_00067BC_00146,BC_00067,BC_00146,M9,K6,M9K6,13,9,11,6,NaT,0,0
79,BC_00068BC_00147,BC_00068,BC_00147,O9,M6,O9M6,15,9,13,6,NaT,0,0
79,BC_00069BC_00148,BC_00069,BC_00148,A11,O6,A11O6,1,11,15,6,NaT,0,0
79,BC_00070BC_00149,BC_00070,BC_00149,C11,A8,C11A8,3,11,1,8,NaT,0,0
79,BC_00071BC_00150,BC_00071,BC_00150,E11,C8,E11C8,5,11,3,8,NaT,0,0
79,BC_00072BC_00151,BC_00072,BC_00151,G11,E8,G11E8,7,11,5,8,NaT,0,0
79,BC_00073BC_00152,BC_00073,BC_00152,I11,G8,I11G8,9,11,7,8,NaT,0,0
79,BC_00074BC_00153,BC_00074,BC_00153,K11,I8,K11I8,11,11,9,8,NaT,0,0
79,BC_00075BC_00154,BC_00075,BC_00154,M11,K8,M11K8,13,11,11,8,NaT,0,0
79,BC_00076BC_00155,BC_00076,BC_00155,O11,M8,O11M8,15,11,13,8,NaT,0,0
79,BC_00077BC_00156,BC_00077,BC_00156,A13,O8,A13O8,1,13,15,8,NaT,0,0
79,BC_00078BC_00157,BC_00078,BC_00157,C13,A10,C13A10,3,13,1,10,NaT,0,0
79,BC_00079BC_00158,BC_00079,BC_00158,E13,C10,E13C10,5,13,3,10,NaT,0,0
79,BC_00080BC_00159,BC_00080,BC_00159,G13,E10,G13E10,7,13,5,10,NaT,0,0
79,BC_00081BC_00160,BC_00081,BC_00160,I13,G10,I13G10,9,13,7,10,NaT,0,0
79,BC_00082BC_00161,BC_00082,BC_00161,K13,I10,K13I10,11,13,9,10,NaT,0,0
79,BC_00083BC_00162,BC_00083,BC_00162,M13,K10,M13K10,13,13,11,10,NaT,0,0
79,BC_00084BC_00164,BC_00084,BC_00164,O13,O10,O13O10,15,13,15,10,NaT,0,0
79,BC_00085BC_00165,BC_00085,BC_00165,A15,A12,A15A12,1,15,1,12,NaT,0,0
79,BC_00086BC_00166,BC_00086,BC_00166,C15,C12,C15C12,3,15,3,12,NaT,0,0
79,BC_00087BC_00167,BC_00087,BC_00167,E15,E12,E15E12,5,15,5,12,NaT,0,0
79,BC_00088BC_00168,BC_00088,BC_00168,G15,G12,G15G12,7,15,7,12,NaT,0,0
79,BC_00089BC_00169,BC_00089,BC_00169,I15,I12,I15I12,9,15,9,12,NaT,0,0
79,BC_00090BC_00170,BC_00090,BC_00170,K15,K12,K15K12,11,15,11,12,NaT,0,0
79,BC_00091BC_00171,BC_00091,BC_00171,M15,M12,M15M12,13,15,13,12,NaT,0,0
79,BC_00092BC_00172,BC_00092,BC_00172,O15,O12,O15O12,15,15,15,12,NaT,0,0
79,BC_00093BC_00173,BC_00093,BC_00173,A17,A14,A17A14,1,17,1,14,NaT,0,0
79,BC_00094BC_00174,BC_00094,BC_00174,C17,C14,C17C14,3,17,3,14,NaT,0,0
79,BC_00095BC_00175,BC_00095,BC_00175,E17,E14,E17E14,5,17,5,14,NaT,0,0
79,BC_00096BC_00176,BC_00096,BC_00176,G17,G14,G17G14,7,17,7,14,NaT,0,0
79,BC_00097BC_00177,BC_00097,BC_00177,I17,I14,I17I14,9,17,9,14,NaT,0,0
79,BC_00098BC_00178,BC_00098,BC_00178,K17,K14,K17K14,11,17,11,14,NaT,0,0
79,BC_00099BC_00179,BC_00099,BC_00179,M17,M14,M17M14,13,17,13,14,NaT,0,0
79,BC_00100BC_00180,BC_00100,BC_00180,O17,O14,O17O14,15,17,15,14,NaT,0,0
79,BC_00101BC_00181,BC_00101,BC_00181,A19,A16,A19A16,1,19,1,16,NaT,0,0
79,BC_00102BC_00182,BC_00102,BC_00182,C19,C16,C19C16,3,19,3,16,NaT,0,0
79,BC_00103BC_00183,BC_00103,BC_00183,E19,E16,E19E16,5,19,5,16,NaT,0,0
79,BC_00104BC_00184,BC_00104,BC_00184,G19,G16,G19G16,7,19,7,16,NaT,0,0
79,BC_00105BC_00185,BC_00105,BC_00185,I19,I16,I19I16,9,19,9,16,NaT,0,0
79,BC_00106BC_00186,BC_00106,BC_00186,K19,K16,K19K16,11,19,11,16,NaT,0,0
79,BC_00107BC_00187,BC_00107,BC_00187,M19,M16,M19M16,13,19,13,16,NaT,0,0
79,BC_00108BC_00188,BC_00108,BC_00188,O19,O16,O19O16,15,19,15,16,NaT,0,0
79,BC_00109BC_00189,BC_00109,BC_00189,A21,A18,A21A18,1,21,1,18,NaT,0,0
79,BC_00110BC_00190,BC_00110,BC_00190,C21,C18,C21C18,3,21,3,18,NaT,0,0
79,BC_00111BC_00191,BC_00111,BC_00191,E21,E18,E21E18,5,21,5,18,NaT,0,0
79,BC_00112BC_00192,BC_00112,BC_00192,G21,G18,G21G18,7,21,7,18,NaT,0,0
79,BC_00113BC_00193,BC_00113,BC_00193,I21,I18,I21I18,9,21,9,18,NaT,0,0
79,BC_00114BC_00194,BC_00114,BC_00194,K21,K18,K21K18,11,21,11,18,NaT,0,0
79,BC_00115BC_00195,BC_00115,BC_00195,M21,M18,M21M18,13,21,13,18,NaT,0,0
79,BC_00117BC_00196,BC_00117,BC_00196,A23,O18,A23O18,1,23,15,18,NaT,0,0
79,BC_00118BC_00197,BC_00118,BC_00197,C23,A20,C23A20,3,23,1,20,NaT,0,0
79,BC_00119BC_00198,BC_00119,BC_00198,E23,C20,E23C20,5,23,3,20,NaT,0,0
79,BC_00120BC_00199,BC_00120,BC_00199,G23,E20,G23E20,7,23,5,20,NaT,0,0
79,BC_00121BC_00202,BC_00121,BC_00202,I23,K20,I23K20,9,23,11,20,NaT,0,0
79,BC_00122BC_00203,BC_00122,BC_00203,K23,M20,K23M20,11,23,13,20,NaT,0,0
79,BC_00123BC_00204,BC_00123,BC_00204,M23,O20,M23O20,13,23,15,20,NaT,0,0
79,BC_00124BC_00205,BC_00124,BC_00205,O23,A22,O23A22,15,23,1,22,NaT,0,0
80,BC_00029BC_00207,BC_00029,BC_00207,A1,E22,A1E22,1,1,5,22,NaT,0,0
80,BC_00030BC_00208,BC_00030,BC_00208,C1,G22,C1G22,3,1,7,22,NaT,0,0
80,BC_00031BC_00209,BC_00031,BC_00209,E1,I22,E1I22,5,1,9,22,NaT,0,0
80,BC_00032BC_00210,BC_00032,BC_00210,G1,K22,G1K22,7,1,11,22,NaT,0,0
80,BC_00033BC_00211,BC_00033,BC_00211,I1,M22,I1M22,9,1,13,22,NaT,0,0
80,BC_00034BC_00212,BC_00034,BC_00212,K1,O22,K1O22,11,1,15,22,NaT,0,0
80,BC_00035BC_00213,BC_00035,BC_00213,M1,A24,M1A24,13,1,1,24,NaT,0,0
80,BC_00036BC_00214,BC_00036,BC_00214,O1,C24,O1C24,15,1,3,24,NaT,0,0
80,BC_00037BC_00215,BC_00037,BC_00215,A3,E24,A3E24,1,3,5,24,NaT,0,0
80,BC_00038BC_00216,BC_00038,BC_00216,C3,G24,C3G24,3,3,7,24,NaT,0,0
80,BC_00039BC_00217,BC_00039,BC_00217,E3,I24,E3I24,5,3,9,24,NaT,0,0
80,BC_00040BC_00218,BC_00040,BC_00218,G3,K24,G3K24,7,3,11,24,NaT,0,0
80,BC_00041BC_00219,BC_00041,BC_00219,I3,M24,I3M24,9,3,13,24,NaT,0,0
80,BC_00042BC_00220,BC_00042,BC_00220,K3,O24,K3O24,11,3,15,24,NaT,0,0
80,BC_00044BC_00125,BC_00044,BC_00125,O3,A2,O3A2,15,3,1,2,NaT,0,0
80,BC_00045BC_00126,BC_00045,BC_00126,A5,C2,A5C2,1,5,3,2,NaT,0,0
80,BC_00046BC_00127,BC_00046,BC_00127,C5,E2,C5E2,3,5,5,2,NaT,0,0
80,BC_00047BC_00128,BC_00047,BC_00128,E5,G2,E5G2,5,5,7,2,NaT,0,0
80,BC_00048BC_00129,BC_00048,BC_00129,G5,I2,G5I2,7,5,9,2,NaT,0,0
80,BC_00050BC_00130,BC_00050,BC_00130,K5,K2,K5K2,11,5,11,2,NaT,0,0
80,BC_00051BC_00131,BC_00051,BC_00131,M5,M2,M5M2,13,5,13,2,NaT,0,0
80,BC_00052BC_00132,BC_00052,BC_00132,O5,O2,O5O2,15,5,15,2,NaT,0,0
80,BC_00053BC_00133,BC_00053,BC_00133,A7,A4,A7A4,1,7,1,4,NaT,0,0
80,BC_00054BC_00134,BC_00054,BC_00134,C7,C4,C7C4,3,7,3,4,NaT,0,0
80,BC_00055BC_00135,BC_00055,BC_00135,E7,E4,E7E4,5,7,5,4,NaT,0,0
80,BC_00056BC_00136,BC_00056,BC_00136,G7,G4,G7G4,7,7,7,4,NaT,0,0
80,BC_00057BC_00137,BC_00057,BC_00137,I7,I4,I7I4,9,7,9,4,NaT,0,0
80,BC_00058BC_00138,BC_00058,BC_00138,K7,K4,K7K4,11,7,11,4,NaT,0,0
80,BC_00059BC_00139,BC_00059,BC_00139,M7,M4,M7M4,13,7,13,4,NaT,0,0
80,BC_00060BC_00140,BC_00060,BC_00140,O7,O4,O7O4,15,7,15,4,NaT,0,0
80,BC_00061BC_00141,BC_00061,BC_00141,A9,A6,A9A6,1,9,1,6,NaT,0,0
80,BC_00062BC_00142,BC_00062,BC_00142,C9,C6,C9C6,3,9,3,6,NaT,0,0
80,BC_00063BC_00143,BC_00063,BC_00143,E9,E6,E9E6,5,9,5,6,NaT,0,0
80,BC_00064BC_00144,BC_00064,BC_00144,G9,G6,G9G6,7,9,7,6,NaT,0,0
80,BC_00065BC_00145,BC_00065,BC_00145,I9,I6,I9I6,9,9,9,6,NaT,0,0
80,BC_00066BC_00146,BC_00066,BC_00146,K9,K6,K9K6,11,9,11,6,NaT,0,0
80,BC_00067BC_00147,BC_00067,BC_00147,M9,M6,M9M6,13,9,13,6,NaT,0,0
80,BC_00068BC_00148,BC_00068,BC_00148,O9,O6,O9O6,15,9,15,6,NaT,0,0
80,BC_00069BC_00149,BC_00069,BC_00149,A11,A8,A11A8,1,11,1,8,NaT,0,0
80,BC_00070BC_00150,BC_00070,BC_00150,C11,C8,C11C8,3,11,3,8,NaT,0,0
80,BC_00071BC_00151,BC_00071,BC_00151,E11,E8,E11E8,5,11,5,8,NaT,0,0
80,BC_00072BC_00152,BC_00072,BC_00152,G11,G8,G11G8,7,11,7,8,NaT,0,0
80,BC_00073BC_00153,BC_00073,BC_00153,I11,I8,I11I8,9,11,9,8,NaT,0,0
80,BC_00074BC_00154,BC_00074,BC_00154,K11,K8,K11K8,11,11,11,8,NaT,0,0
80,BC_00075BC_00155,BC_00075,BC_00155,M11,M8,M11M8,13,11,13,8,NaT,0,0
80,BC_00076BC_00156,BC_00076,BC_00156,O11,O8,O11O8,15,11,15,8,NaT,0,0
80,BC_00077BC_00157,BC_00077,BC_00157,A13,A10,A13A10,1,13,1,10,NaT,0,0
80,BC_00078BC_00158,BC_00078,BC_00158,C13,C10,C13C10,3,13,3,10,NaT,0,0
80,BC_00079BC_00159,BC_00079,BC_00159,E13,E10,E13E10,5,13,5,10,NaT,0,0
80,BC_00080BC_00160,BC_00080,BC_00160,G13,G10,G13G10,7,13,7,10,NaT,0,0
80,BC_00081BC_00161,BC_00081,BC_00161,I13,I10,I13I10,9,13,9,10,NaT,0,0
80,BC_00082BC_00162,BC_00082,BC_00162,K13,K10,K13K10,11,13,11,10,NaT,0,0
80,BC_00083BC_00164,BC_00083,BC_00164,M13,O10,M13O10,13,13,15,10,NaT,0,0
80,BC_00084BC_00165,BC_00084,BC_00165,O13,A12,O13A12,15,13,1,12,NaT,0,0
80,BC_00085BC_00166,BC_00085,BC_00166,A15,C12,A15C12,1,15,3,12,NaT,0,0
80,BC_00086BC_00167,BC_00086,BC_00167,C15,E12,C15E12,3,15,5,12,NaT,0,0
80,BC_00087BC_00168,BC_00087,BC_00168,E15,G12,E15G12,5,15,7,12,NaT,0,0
80,BC_00088BC_00169,BC_00088,BC_00169,G15,I12,G15I12,7,15,9,12,NaT,0,0
